Date,Ret,Vol,Sharp,NAV,MDD,MDD_N,MDD_T0,MDD_T1,LDD,LDD_N,LDD_T0,LDD_T1
20180105,-0.0631856034676952,0.068905895510419,-0.9169839967922795,0.9368143965323048,-0.10449346197672771,3,20180102,20180105,-0.08112584763976027,2,20180102,20180104
20180112,0.004924395005937304,0.06747850331931896,0.07297724110201864,0.9417387915382421,-0.05160663926123721,1,20180111,20180112,0.0,0,20180108,20180108
20180119,0.047868075742167004,0.12465886979770979,0.3839925375534443,0.9896068672804091,-0.03183475334604424,1,20180116,20180117,-0.03183475334604424,1,20180116,20180117
20180126,-0.2046885898466848,0.1240654157794546,-1.649844064606613,0.7849182774337243,-0.1052291750871841,4,20180122,20180126,-0.09191547719439142,2,20180122,20180124
20180202,0.10453764503087051,0.08681979978438625,1.2040760896763856,0.8894559224645948,-0.030255913208681706,3,20180130,20180202,-0.00592469164547349,1,20180130,20180131
20180209,0.1553050845581154,0.12611020325765296,1.2315029279654321,1.0447610070227102,-0.06141848959468832,1,20180208,20180209,0.0,0,20180205,20180205
20180214,0.1235118341840047,0.0564614364817764,2.1875432486360777,1.168272841206715,0,0,20180214,20180214,0,0,20180214,20180214
20180223,0.08191873367989409,0.07336967063818077,1.1165203955170064,1.250191574886609,0,0,20180223,20180223,0,0,20180223,20180223
20180302,-0.1743746834090235,0.15833014059502123,-1.1013359980210036,1.0758168914775856,-0.19636778850547731,3,20180227,20180302,-0.0979626548220347,2,20180227,20180301
20180309,-0.1313242233293816,0.10084637645386697,-1.3022205452216418,0.9444926681482039,-0.1414747601808225,4,20180305,20180309,-0.09054533748902371,2,20180305,20180307
20180316,-0.021068529303344095,0.13227094789191923,-0.15928312028548808,0.9234241388448599,-0.055613918483151004,1,20180313,20180314,0.0,0,20180312,20180312
20180323,0.29894629053488225,0.09222337650847956,3.241545710564993,1.222370429379742,-0.009653923165059863,1,20180321,20180322,0.0,0,20180319,20180319
20180330,-0.04853257618341861,0.15037289779011812,-0.32274816071681744,1.1738378531963234,-0.10687555821858652,2,20180327,20180329,-0.10687555821858652,2,20180327,20180329
20180404,-0.007166219614973298,0.028574477584512495,-0.2507909232558436,1.16667163358135,0,0,20180404,20180404,0,0,20180404,20180404
20180413,0.17764845582222838,0.06380992919901182,2.784025277134761,1.3443200894035785,-0.008784016310975806,1,20180411,20180412,0.0,0,20180409,20180409
20180420,-0.18214022183729572,0.10015358092170867,-1.818609181629532,1.1621798675662829,-0.16117736172938235,3,20180417,20180420,-0.13613040116876318,2,20180417,20180419
20180427,0.250815303869658,0.04246117801764295,5.906932298615038,1.4129951714359408,0,0,20180427,20180427,0,0,20180427,20180427
20180504,-0.1050031061472348,0.06899122217396265,-1.5219777652650872,1.307992065288706,-0.04670991933805557,1,20180502,20180503,-0.04670991933805557,1,20180502,20180503
20180511,0.07775388084327389,0.1044871485159448,0.7441477918349796,1.3857459461319799,-0.029442821908013173,1,20180509,20180510,-0.029442821908013173,1,20180509,20180510
20180518,-0.1366548160899413,0.10353867456763521,-1.3198432050689757,1.2490911300420386,-0.09329920657055424,1,20180517,20180518,-0.028830312195413876,1,20180514,20180515
20180525,-0.035541841470577096,0.10295652158546909,-0.34521214317708016,1.2135492885714616,-0.07169109754910763,1,20180524,20180525,0.0,0,20180521,20180521
20180601,-0.009964123721364904,0.15394621892626792,-0.0647247057502412,1.2035851648500966,-0.1701165666489337,2,20180530,20180601,-0.07910684182734551,1,20180530,20180531
20180608,-0.0288756071983321,0.09104815770725155,-0.31714652910579755,1.1747095576517645,-0.10321259576666608,2,20180605,20180607,-0.10321259576666608,2,20180605,20180607
20180615,0.1592519228182801,0.11522565223796111,1.3820874061046498,1.3339614804700448,-0.056808299671162965,1,20180614,20180615,0.0,0,20180611,20180611
20180622,-0.0323011530264986,0.023350491640880624,-1.3833178985382775,1.301660327443546,-0.01701408626447476,1,20180621,20180622,0.0,0,20180619,20180619
20180629,-0.1172071707203263,0.12100408592161088,-0.9686215951108931,1.1844531567232197,-0.08602185525979245,2,20180625,20180627,-0.08602185525979245,2,20180625,20180627
20180706,0.0376955950312602,0.06715032918602604,0.5613612842735646,1.22214875175448,-0.02937430153050813,1,20180703,20180704,-0.02937430153050813,1,20180703,20180704
20180713,0.2185462095477767,0.07607970711344228,2.872595306155726,1.4406949613022568,0,0,20180713,20180713,0,0,20180713,20180713
20180720,-0.0309479375793767,0.13387880629604948,-0.23116382970237104,1.40974702372288,-0.12575777862544402,2,20180717,20180719,-0.12575777862544402,2,20180717,20180719
20180727,0.1197666022952584,0.14894086707750487,0.8041218279797918,1.5295136260181383,-0.05965886206764015,1,20180725,20180726,0.0,0,20180723,20180723
20180803,0.0864575884706961,0.12316192212537308,0.7019831046700157,1.6159712144888345,-0.05423775265401187,1,20180730,20180731,-0.05423775265401187,1,20180730,20180731
20180810,-0.05311986920568991,0.15959725827161944,-0.33283697841027393,1.5628513452831447,-0.08427547788223944,1,20180809,20180810,0.0,0,20180806,20180806
20180817,-0.007633451734550201,0.10936683183471237,-0.06979677116446735,1.5552178935485945,-0.10684218328911754,2,20180814,20180816,-0.10684218328911754,2,20180814,20180816
20180824,-0.033659019356871794,0.05375766680458955,-0.626125004257033,1.5215588741917228,-0.051492964788502515,2,20180820,20180822,-0.051492964788502515,2,20180820,20180822
20180831,0.06885022069071162,0.09436692155449121,0.7296012157284877,1.590409094882434,-0.07362255714510946,2,20180829,20180831,-0.04886600418302778,1,20180829,20180830
20180907,0.10176461336188279,0.08654131947982437,1.1759078088196642,1.692173708244317,-0.005540832176912147,2,20180905,20180907,-0.003182168378904615,1,20180905,20180906
20180914,0.025210311658698588,0.12156973291927527,0.2073732585678932,1.7173840199030155,-0.04183824730631369,1,20180913,20180914,0.0,0,20180910,20180910
20180921,-0.0534096991545068,0.12010335673959337,-0.4446978053270323,1.6639743207485087,-0.14758736180368315,2,20180917,20180919,-0.14758736180368315,2,20180917,20180919
20180928,-0.09885324997968689,0.09741382835620686,-1.0147763582210996,1.565121070768822,-0.10107428558344322,2,20180926,20180928,-0.05644872254781519,1,20180926,20180927
20181012,0.20579675062847244,0.13665385099181193,1.5059711024228906,1.7709178213972943,-0.06525792877348668,1,20181011,20181012,0.0,0,20181008,20181008
20181019,0.2446384131601778,0.08512667049189225,2.8738162992464034,2.0155562345574722,0,0,20181019,20181019,0,0,20181019,20181019
20181026,-0.010758499172653913,0.10904288187879371,-0.09866301208558015,2.0047977353848183,-0.06778550010932372,2,20181022,20181024,-0.005101553765802125,1,20181022,20181023
20181102,-0.029253667847848903,0.1129114335052094,-0.25908508057777185,1.975544067536969,-0.12650804458406784,3,20181030,20181102,-0.11402362179793268,2,20181030,20181101
20181109,0.25054423315874563,0.08995560336584828,2.785198740091659,2.2260883006957144,-0.021857060112239424,1,20181105,20181106,0.0,0,20181105,20181105
20181116,-0.1681614902773047,0.09707770036993882,-1.7322360298655959,2.05792681041841,-0.07953409124817412,1,20181112,20181113,-0.07953409124817412,1,20181112,20181113
20181123,0.04021498067371519,0.1277194225736221,0.3148697344801557,2.098141791092125,-0.08203302808979185,1,20181120,20181121,0.0,0,20181119,20181119
20181130,-0.0969564823925829,0.11333484588929607,-0.8554869566531079,2.001185308699543,-0.1032997678943346,4,20181126,20181130,-0.07774625799244284,1,20181126,20181127
20181207,-0.043422909526334395,0.131123928290561,-0.3311593093070886,1.9577623991732083,-0.10001477005049675,3,20181204,20181207,-0.09882761582645605,2,20181204,20181206
20181214,-0.1045504116813857,0.09691765934401558,-1.0787550214174815,1.8532119874918225,-0.062105855211259,2,20181212,20181214,-0.02029347745872534,1,20181212,20181213
20181221,-0.09447592948030141,0.16321493249250427,-0.5788436636129496,1.758736058011521,-0.13579395456060106,2,20181217,20181219,-0.13579395456060106,2,20181217,20181219
20181228,0.2304121140074783,0.12088162602009614,1.9060970768971381,1.9891481720189994,-0.04636576034068329,1,20181224,20181225,0.0,0,20181224,20181224
20190104,0.021512481165363792,0.09010976751209375,0.23873639627886703,2.010660653184363,-0.04026663584524548,1,20190102,20190103,0.0,0,20190102,20190102
20190111,0.11331080348870019,0.11127110455813945,1.0183308949673902,2.123971456673063,0,0,20190111,20190111,0,0,20190111,20190111
20190118,-0.28617629607988126,0.07183044898319658,-3.9840527259801335,1.8377951605931822,-0.20636423695120154,4,20190114,20190118,-0.11110391387297791,3,20190114,20190117
20190125,0.085624736908589,0.11444006313299664,0.7482059565895217,1.9234198975017711,-0.05555095364315221,1,20190121,20190122,-0.05555095364315221,1,20190121,20190122
20190201,0.022428600385220217,0.1106377588194705,0.2027210296424871,1.9458484978869912,-0.031268232546864505,1,20190129,20190130,0.0,0,20190128,20190128
20190215,0.045605684474728,0.13747504433968374,0.3317379142794966,1.9914541823617191,-0.06597587473087119,1,20190214,20190215,-0.020895943808449946,1,20190211,20190212
20190222,-0.24817635026679097,0.08170680531209126,-3.0374012215854553,1.7432778320949285,-0.26869693401531203,4,20190218,20190222,-0.21824110533470487,3,20190218,20190221
20190301,-0.0820369781871849,0.14916069035392124,-0.5499906040427377,1.6612408539077432,-0.09913355812939662,1,20190228,20190301,0.0,0,20190225,20190225
20190308,0.15456367504110446,0.06697824984166613,2.3076696600237647,1.8158045289488478,-0.021453768254620753,1,20190307,20190308,0.0,0,20190304,20190304
20190315,-0.047886076228444194,0.15897242766099498,-0.30122252602545735,1.7679184527204035,-0.10497964648123381,2,20190312,20190314,-0.10497964648123381,2,20190312,20190314
20190322,0.21130725498256664,0.09311302895561692,2.269362916797476,1.97922570770297,-0.01283843510039362,1,20190320,20190321,0.0,0,20190318,20190318
20190329,0.1357868290458773,0.14501998776157296,0.9363318197842088,2.1150125367488473,0,0,20190329,20190329,0,0,20190329,20190329
20190404,-0.051514427417838696,0.11898043680007964,-0.4329655261259237,2.0634981093310087,-0.13289951171356407,2,20190402,20190404,-0.05575410311409623,1,20190402,20190403
